title,artist,link
Abstract,V. Constant,https://collections.ed.ac.uk/art/record/111447?highlight=*:*
Unknown (1964),Alice Howell (née Bold),https://collections.ed.ac.uk/art/record/53579?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53665?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53627?highlight=*:*
Untitled (Unknown),R. Sander,https://collections.ed.ac.uk/art/record/21607?highlight=*:*
Dark Room with Blue Wall and Picture,Elizabeth Gourlay,https://collections.ed.ac.uk/art/record/22539?highlight=*:*
Untitled (2001),Antonio Marcos Martin,https://collections.ed.ac.uk/art/record/21921?highlight=*:*
Unknown (1946),Margaret C. Ogilvy,https://collections.ed.ac.uk/art/record/50493?highlight=*:*
Untitled (Unknown),Gregg Magee,https://collections.ed.ac.uk/art/record/21639?highlight=*:*
Patrick Nuttgens (recto) (1953),Llewella C. Brayne,https://collections.ed.ac.uk/art/record/22705?highlight=*:*
Untitled (Unknown),Renny Tait,https://collections.ed.ac.uk/art/record/21645?highlight=*:*
Untitled (Unknown),Andrew Parkinson,https://collections.ed.ac.uk/art/record/21632?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53729?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21610?highlight=*:*
Design folio (1961),Sheila Flinn,https://collections.ed.ac.uk/art/record/102686?highlight=*:*
Dutch Street Scene (1930s),Katherine Ogilvy,https://collections.ed.ac.uk/art/record/122804?highlight=*:*
Portrait of a Man (Circa 1963),Ruth M. L. Walker,https://collections.ed.ac.uk/art/record/122756?highlight=*:*
Portrait of a Woman in a Pink Dress (Circa 1908),Agnes Sim,https://collections.ed.ac.uk/art/record/122890?highlight=*:*
Untitled (Unknown),Glen M. K. Onwin,https://collections.ed.ac.uk/art/record/21822?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21598?highlight=*:*
Composition with Two Dresses (1969),David A. H. Gibsone,https://collections.ed.ac.uk/art/record/122869?highlight=*:*
Part Piece,Christopher Nugent,https://collections.ed.ac.uk/art/record/122967?highlight=*:*
Abstract Composition with Blue Stripes (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22562?highlight=*:*
Banners of the Banned (MAY 2017),Elle McKee,https://collections.ed.ac.uk/art/record/100019?highlight=*:*
Untitled (2006),Siri Gossman,https://collections.ed.ac.uk/art/record/99883?highlight=*:*
Self Portrait (1947),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50441?highlight=*:*
Self Portrait (1966),John Bellany,https://collections.ed.ac.uk/art/record/20741?highlight=*:*
Pink Nude Study*,Elsie Blomgren,https://collections.ed.ac.uk/art/record/122831?highlight=*:*
Jug (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53740?highlight=*:*
Self-Portrait (Unknown),Justine Blair,https://collections.ed.ac.uk/art/record/21727?highlight=*:*
Unknown (1962),Carol Handyside,https://collections.ed.ac.uk/art/record/50480?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53648?highlight=*:*
The Calvaryman (1949),James W. H. Cumming,https://collections.ed.ac.uk/art/record/122885?highlight=*:*
Untitled (NOV 1968),Caroline Rose,https://collections.ed.ac.uk/art/record/21843?highlight=*:*
Pekin knot sample,Unknown,https://collections.ed.ac.uk/art/record/102730?highlight=*:*
Untitled (2014),Rachel Hill,https://collections.ed.ac.uk/art/record/47450?highlight=*:*
Figures and Shadows,Unknown,https://collections.ed.ac.uk/art/record/22645?highlight=*:*
Untitled (1983),Unknown,https://collections.ed.ac.uk/art/record/21837?highlight=*:*
Caged Birds (Circa 1984),Valerie Anderson,https://collections.ed.ac.uk/art/record/123335?highlight=*:*
Standing Female Nude (1967),Sylvia M. R. Cameron,https://collections.ed.ac.uk/art/record/22701?highlight=*:*
Man in Vest (1964),Carole V Danielson,https://collections.ed.ac.uk/art/record/22664?highlight=*:*
Male Model Sitting (1965),Sandra E. Millar,https://collections.ed.ac.uk/art/record/122743?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50397?highlight=*:*
Portrait Sitting Nude Male (1961),Vivien Alexander,https://collections.ed.ac.uk/art/record/122852?highlight=*:*
Still Life with Table and Bottles,Unknown,https://collections.ed.ac.uk/art/record/122901?highlight=*:*
Espresso Cup (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53702?highlight=*:*
Leopard (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122123?highlight=*:*
Untitled (JAN 1997),Sharon Cornwill,https://collections.ed.ac.uk/art/record/21920?highlight=*:*
Angel with hand raised in blessing,Unknown,https://collections.ed.ac.uk/art/record/20545?highlight=*:*
Seated Woman with Hand on Hip (1956-1959),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20819?highlight=*:*
Abstract Composition in Yellow and Blue (Circa 1976),Gordon MacDonald,https://collections.ed.ac.uk/art/record/22556?highlight=*:*
Unknown (1952),Maureen Baird,https://collections.ed.ac.uk/art/record/50623?highlight=*:*
Unitled (Unknown),S J Dooley,https://collections.ed.ac.uk/art/record/99909?highlight=*:*
Abstract on Blue*,Unknown,https://collections.ed.ac.uk/art/record/22536?highlight=*:*
Male Portrait (1961),Paresh C. Chakraborty,https://collections.ed.ac.uk/art/record/123106?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21905?highlight=*:*
Dish (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53731?highlight=*:*
Portrait of a Young Man (1963),Leon Francesco Morrocco,https://collections.ed.ac.uk/art/record/122973?highlight=*:*
Untitled (1947),Esther W. Hamilton,https://collections.ed.ac.uk/art/record/21731?highlight=*:*
Untitled (1983-1984),Lindsay Marshall,https://collections.ed.ac.uk/art/record/21563?highlight=*:*
Unknown (23 JAN 1964),James Goodall,https://collections.ed.ac.uk/art/record/50481?highlight=*:*
The Sofa (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/122805?highlight=*:*
Untitled (Unknown),Ruth Beale,https://collections.ed.ac.uk/art/record/21942?highlight=*:*
Reclining Nude,Augustus John,https://collections.ed.ac.uk/art/record/122697?highlight=*:*
Nude Study Female,Robert J. Brough,https://collections.ed.ac.uk/art/record/122855?highlight=*:*
Unknown (1950),James T. Ferguson,https://collections.ed.ac.uk/art/record/53499?highlight=*:*
Harbour (Circa 1965),James B. Thomson,https://collections.ed.ac.uk/art/record/22619?highlight=*:*
Unknown (24 MAY 1962),John Picking,https://collections.ed.ac.uk/art/record/50551?highlight=*:*
Grey Cover,Unknown,https://collections.ed.ac.uk/art/record/22633?highlight=*:*
Side Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53610?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21596?highlight=*:*
Still Life with Honesty (1962),L. Johns,https://collections.ed.ac.uk/art/record/122906?highlight=*:*
In the Garden (2019),Zuzana Ullmannová,https://collections.ed.ac.uk/art/record/113745?highlight=*:*
Untitled,Kirkland Main,https://collections.ed.ac.uk/art/record/99988?highlight=*:*
Two Men in an Interior (1989),Sean H. Watson,https://collections.ed.ac.uk/art/record/22646?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53512?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21784?highlight=*:*
Hare (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122127?highlight=*:*
Hibernation (1987),Alastair Mack,https://collections.ed.ac.uk/art/record/21842?highlight=*:*
Still Life,Gavin Robson,https://collections.ed.ac.uk/art/record/122713?highlight=*:*
Untitled (1985-1986),Norman Cameron,https://collections.ed.ac.uk/art/record/21634?highlight=*:*
Untitled (1967),Ian Roy,https://collections.ed.ac.uk/art/record/21757?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,https://collections.ed.ac.uk/art/record/50474?highlight=*:*
Inverleith,Janice McNab,https://collections.ed.ac.uk/art/record/22526?highlight=*:*
Portrait of a Woman in a Green-Checked Blouse (1952),Annette G B Ronald,https://collections.ed.ac.uk/art/record/22698?highlight=*:*
Unknown (1949),Betty Elston,https://collections.ed.ac.uk/art/record/50584?highlight=*:*
Abstract Composition in White with Circle (1989),Linda A. Henniker,https://collections.ed.ac.uk/art/record/22514?highlight=*:*
For They Shall See God (2006),Jennifer M. Hughes,https://collections.ed.ac.uk/art/record/99881?highlight=*:*
Portrait of a Woman (1956),John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,https://collections.ed.ac.uk/art/record/21191?highlight=*:*
Unknown (1960),Lys Hansen,https://collections.ed.ac.uk/art/record/53560?highlight=*:*
Untitled (1990),Robert Euman,https://collections.ed.ac.uk/art/record/122846?highlight=*:*
Large Still Life (Unknown),Sir William George Gillies,https://collections.ed.ac.uk/art/record/20744?highlight=*:*
Unknown (1981),Hazel McGlashan,https://collections.ed.ac.uk/art/record/50416?highlight=*:*
Portrait - Girl (1946),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/22707?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21627?highlight=*:*
Full Length Nude Female (1949),Edith A. Blight,https://collections.ed.ac.uk/art/record/22692?highlight=*:*
Unknown (1963),Ruth Walker,https://collections.ed.ac.uk/art/record/50504?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53626?highlight=*:*
Portrait of a Girl (1937),Vanessa Bell,https://collections.ed.ac.uk/art/record/99798?highlight=*:*
Set of NDS slides,Unknown,https://collections.ed.ac.uk/art/record/102675?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53541?highlight=*:*
Hill Fence (1976),Alfons Bytautas,https://collections.ed.ac.uk/art/record/50385?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50450?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53662?highlight=*:*
Emerging (1987),Paul Furneaux,https://collections.ed.ac.uk/art/record/111442?highlight=*:*
Untitled (1961),Dr Ainslie Yule,https://collections.ed.ac.uk/art/record/99531?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,https://collections.ed.ac.uk/art/record/50472?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53551?highlight=*:*
Ludovisi Throne (Circa 1912),Unknown,https://collections.ed.ac.uk/art/record/20575?highlight=*:*
Portrait of Molly Langlands (1952),Alistair Fairweather,https://collections.ed.ac.uk/art/record/22668?highlight=*:*
Chinese sleeveband. Figures,Unknown,https://collections.ed.ac.uk/art/record/102700?highlight=*:*
Five Senses No.3 - Sense of Smell (2006),John Schulz,https://collections.ed.ac.uk/art/record/99872?highlight=*:*
Abstract Composition with Fabric Collage,Caroline E. L. Wilkinson,https://collections.ed.ac.uk/art/record/22511?highlight=*:*
Untitled (1962),Underwood,https://collections.ed.ac.uk/art/record/21759?highlight=*:*
Portrait of a Man (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/102658?highlight=*:*
Red on Black Abstract,S. R. Morris,https://collections.ed.ac.uk/art/record/122729?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53705?highlight=*:*
Untitled,David C Duke,https://collections.ed.ac.uk/art/record/22574?highlight=*:*
Untitled,Douglas Cook,https://collections.ed.ac.uk/art/record/22567?highlight=*:*
Coupar,Unknown,https://collections.ed.ac.uk/art/record/50409?highlight=*:*
Untitled (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21896?highlight=*:*
Still Life with Window (1957),Alan M. Alexander,https://collections.ed.ac.uk/art/record/122817?highlight=*:*
125 (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53772?highlight=*:*
Untitled (1986),Dorothy Black,https://collections.ed.ac.uk/art/record/21588?highlight=*:*
Untitled (1964),Carol Handyside,https://collections.ed.ac.uk/art/record/99840?highlight=*:*
Cotton Wool Brain (2019),Zuzana Ullmannová,https://collections.ed.ac.uk/art/record/113744?highlight=*:*
Unknown (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53480?highlight=*:*
Spring Board (Circa 1971),Alan Brown,https://collections.ed.ac.uk/art/record/22584?highlight=*:*
Still Life Fish (1953),Ian J. D. Short,https://collections.ed.ac.uk/art/record/22681?highlight=*:*
Summer Fayre,Unknown,https://collections.ed.ac.uk/art/record/22658?highlight=*:*
Untitled (2007),Rob Hunter,https://collections.ed.ac.uk/art/record/99893?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53672?highlight=*:*
Unknown (1957),Morag Cuthbertson,https://collections.ed.ac.uk/art/record/50507?highlight=*:*
"Lloret de Mar, Costa Brava (1958)",Joan F. Biggins,https://collections.ed.ac.uk/art/record/50614?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53654?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53538?highlight=*:*
Portrait of a Seated Woman in a Checked Shirt (Circa 1963),Irene G. Thomson,https://collections.ed.ac.uk/art/record/122787?highlight=*:*
Untitled,Jane Strachen,https://collections.ed.ac.uk/art/record/20758?highlight=*:*
Unknown (1968),Gillian Mather,https://collections.ed.ac.uk/art/record/53589?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53659?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53509?highlight=*:*
Sitting Figures (Circa 1964),Peter Pretsell,https://collections.ed.ac.uk/art/record/122715?highlight=*:*
Disconnected Still Life (1968),Carol A. Sebula,https://collections.ed.ac.uk/art/record/122751?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21861?highlight=*:*
Unknown (1960),John Johnstone,https://collections.ed.ac.uk/art/record/53550?highlight=*:*
Untitled (2002),Jo Ganter,https://collections.ed.ac.uk/art/record/99923?highlight=*:*
Cola Bottle (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53735?highlight=*:*
Composition Notes (02 MAY 1978),Unknown,https://collections.ed.ac.uk/art/record/53537?highlight=*:*
Unknown,Maureen Baird,https://collections.ed.ac.uk/art/record/50622?highlight=*:*
Sweeps and Chimney Pots (Circa 1952),Frances M. Walker,https://collections.ed.ac.uk/art/record/102659?highlight=*:*
Untitled (May 1987),Annabel Keatley,https://collections.ed.ac.uk/art/record/21568?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50461?highlight=*:*
Esme (1949),Betty Elston,https://collections.ed.ac.uk/art/record/22694?highlight=*:*
Aurora (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47442?highlight=*:*
Portrait of a Woman (1959),William D. MacKay,https://collections.ed.ac.uk/art/record/22715?highlight=*:*
Still Breathing,Stuart T. MacKenzie,https://collections.ed.ac.uk/art/record/22660?highlight=*:*
Dorothy Allsop sampler (1936),Unknown,https://collections.ed.ac.uk/art/record/102697?highlight=*:*
Wisdom of God (Unknown),Robert Rivers,https://collections.ed.ac.uk/art/record/21815?highlight=*:*
Untitled (Circa 1960),Robert L Snowden,https://collections.ed.ac.uk/art/record/21537?highlight=*:*
Grumpy Hansel (1:2) (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21823?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53719?highlight=*:*
Needlebook,Winsome Douglass,https://collections.ed.ac.uk/art/record/113830?highlight=*:*
Vase (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122131?highlight=*:*
Sienna Cathedral (1982),Ann Oram,https://collections.ed.ac.uk/art/record/102660?highlight=*:*
Portrait of James McComb (1950),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/122732?highlight=*:*
Untitled (1985),Jason Praete,https://collections.ed.ac.uk/art/record/21587?highlight=*:*
"Painting, Sculpture and Tapestry Exhibition Poster (1989)",Unknown,https://collections.ed.ac.uk/art/record/21848?highlight=*:*
Digging Peat (Circa 1952),Maureen Baird,https://collections.ed.ac.uk/art/record/122836?highlight=*:*
Portrait of a Girl in a White Cardigan,Nita Newman,https://collections.ed.ac.uk/art/record/122712?highlight=*:*
The Battle (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47445?highlight=*:*
Untitled (1946),Vivian Chapman,https://collections.ed.ac.uk/art/record/21736?highlight=*:*
Unknown (1965),Frances Sander,https://collections.ed.ac.uk/art/record/53595?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50407?highlight=*:*
Seated Figure in Striped Top (Circa 1981),Alastair R. W. Hearsum,https://collections.ed.ac.uk/art/record/22527?highlight=*:*
Tottenham Court Road Underground (1987),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21702?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21556?highlight=*:*
Female Nude (1949),Marion M Cooper,https://collections.ed.ac.uk/art/record/122861?highlight=*:*
Tiraz (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21918?highlight=*:*
